user_id,age_group,gender,occupation,phone_type,subscription_type,home_lat,home_lon,home_h3,locality,department,region,urban_rural,household_size,initial_wealth_score,creation_timestamp
384642c0cb2b,35-44,M,other,smartphone,prepaid,7.964074,-4.929585,877515640ffffff,Bouake,Gbeke,ValléeduBandama,urban,2,0.665,2026-01-13T13:49:11.265012
72ba95bf2952,18-24,F,farmer,smartphone,prepaid,5.773797,-6.298045,8775a9954ffffff,Soubre,Nawa,Bas-Sassandra,rural,3,0.672,2026-01-13T13:49:11.266609
62b00889c3f4,25-34,M,farmer,smartphone,prepaid,9.020048,-5.018811,877514b0cffffff,Tafiere,Hambol,ValléeduBandama,rural,3,0.469,2026-01-13T13:49:11.267670
00c1747b7fe8,35-44,M,informal_sector,smartphone,prepaid,9.476151,-7.75523,87544a398ffffff,Odienné,Kabadougou,Denguélé,rural,6,0.562,2026-01-13T13:49:11.268678
e56ad6cb5c13,18-24,M,informal_sector,smartphone,prepaid,5.26217,-3.925192,877519b99ffffff,Abidjan-Ville,Abidjan,Abidjan,urban,5,0.603,2026-01-13T13:49:11.269788
4f431f305457,35-44,M,employee,smartphone,prepaid,5.269238,-4.713221,87751bba9ffffff,Dabou,GrandsPonts,Lagunes,rural,4,0.879,2026-01-13T13:49:11.271027
641fd052c1c0,25-34,F,farmer,basic,prepaid,5.280789,-4.01382,877519141ffffff,Abidjan-Ville,Abidjan,Abidjan,urban,3,0.319,2026-01-13T13:49:11.272126
d47feb139f6f,25-34,F,farmer,basic,prepaid,7.323164,-4.514314,87751cd2effffff,Kouassikro,N'zi,Lacs,rural,4,0.103,2026-01-13T13:49:11.273100
12897d34fab4,25-34,M,trader,feature,prepaid,6.335602,-5.721649,87751e79bffffff,Diegonefla,Gôh,Gôh-Djiboua,urban,2,0.55,2026-01-13T13:49:11.274045
c6874dd633e4,55+,F,student,feature,prepaid,7.718773,-6.050751,8775106a5ffffff,Kongasso,Béré,Woroba,urban,7,0.634,2026-01-13T13:49:11.275073
28e1f8d77271,18-24,F,informal_sector,smartphone,prepaid,5.37151,-4.060972,877519176ffffff,Abidjan-Ville,Abidjan,Abidjan,urban,4,0.81,2026-01-13T13:49:11.276031
5e153bb1ab9b,25-34,M,other,feature,prepaid,6.757978,-6.455979,8775aca68ffffff,Daloa,Haut-Sassandra,Sassandra-Marahoué,urban,2,0.75,2026-01-13T13:49:11.277129
761d4685f7ec,25-34,F,trader,basic,prepaid,5.815972,-6.018703,87751a518ffffff,Gagnoa,Gôh,Gôh-Djiboua,urban,6,0.434,2026-01-13T13:49:11.278001
c24a287a03d5,35-44,F,farmer,smartphone,prepaid,7.064335,-4.514714,87751cc4effffff,Bocanda,N'zi,Lacs,urban,4,0.863,2026-01-13T13:49:11.279062
80c9c242c128,45-54,M,farmer,feature,postpaid,7.678848,-4.883863,8775118e0ffffff,Bouake,Gbeke,ValléeduBandama,urban,6,0.758,2026-01-13T13:49:11.280097
0961c1b37448,35-44,M,farmer,smartphone,prepaid,8.884845,-5.38517,877514074ffffff,Niakarmadougou,Hambol,ValléeduBandama,rural,3,0.715,2026-01-13T13:49:11.281005
50a192f358e8,25-34,F,farmer,feature,prepaid,7.642548,-5.100999,877511c4dffffff,Bouake,Gbeke,ValléeduBandama,urban,8,0.449,2026-01-13T13:49:11.281877
c79fd3bc4048,18-24,M,student,feature,prepaid,5.396001,-4.123765,877519103ffffff,Abidjan-Ville,Abidjan,Abidjan,urban,6,0.642,2026-01-13T13:49:11.283717
f9a396d5a42a,45-54,M,trader,feature,prepaid,9.432252,-5.85394,875449aabffffff,Korhogo,Poro,Savanes,urban,7,0.635,2026-01-13T13:49:11.284818
687b2611c153,18-24,M,other,feature,postpaid,7.777131,-6.354036,877512ba9ffffff,Massala,Worodougou,Woroba,rural,4,0.541,2026-01-13T13:49:11.285685
7f45ccdc53a1,35-44,M,employee,feature,postpaid,5.433762,-4.131943,877519106ffffff,Abidjan-Ville,Abidjan,Abidjan,urban,4,0.797,2026-01-13T13:49:11.286589
934f0562e5b1,45-54,M,farmer,basic,prepaid,5.216729,-6.748177,8775a970affffff,San-Pedro,San-Pédro,Bas-Sassandra,urban,6,0.541,2026-01-13T13:49:11.287627
