user_id,age_group,gender,occupation,phone_type,subscription_type,home_lat,home_lon,home_h3,locality,department,region,urban_rural,household_size,initial_wealth_score,creation_timestamp
dfdc5288e61e,35-44,M,other,smartphone,prepaid,7.964074,-4.929585,877515640ffffff,Bouake,Gbeke,ValléeduBandama,urban,2,0.665,2026-01-13T13:54:33.117270
11c32c2c352d,18-24,F,farmer,smartphone,prepaid,5.773797,-6.298045,8775a9954ffffff,Soubre,Nawa,Bas-Sassandra,rural,3,0.672,2026-01-13T13:54:33.118952
4da73b474a66,25-34,M,farmer,smartphone,prepaid,9.020048,-5.018811,877514b0cffffff,Tafiere,Hambol,ValléeduBandama,rural,3,0.469,2026-01-13T13:54:33.119878
706b2dbf51e9,35-44,M,informal_sector,smartphone,prepaid,9.476151,-7.75523,87544a398ffffff,Odienné,Kabadougou,Denguélé,rural,6,0.562,2026-01-13T13:54:33.121125
e5e12c0eae63,18-24,M,informal_sector,smartphone,prepaid,5.26217,-3.925192,877519b99ffffff,Abidjan-Ville,Abidjan,Abidjan,urban,5,0.603,2026-01-13T13:54:33.122210
bfd0692ae789,35-44,M,employee,smartphone,prepaid,5.269238,-4.713221,87751bba9ffffff,Dabou,GrandsPonts,Lagunes,rural,4,0.879,2026-01-13T13:54:33.123362
604f35919ec4,25-34,F,farmer,basic,prepaid,5.280789,-4.01382,877519141ffffff,Abidjan-Ville,Abidjan,Abidjan,urban,3,0.319,2026-01-13T13:54:33.124305
ebea59c95d32,25-34,F,farmer,basic,prepaid,7.323164,-4.514314,87751cd2effffff,Kouassikro,N'zi,Lacs,rural,4,0.103,2026-01-13T13:54:33.125347
0c6afae0ab90,25-34,M,trader,feature,prepaid,6.335602,-5.721649,87751e79bffffff,Diegonefla,Gôh,Gôh-Djiboua,urban,2,0.55,2026-01-13T13:54:33.126231
b4f5f587bb04,55+,F,student,feature,prepaid,7.718773,-6.050751,8775106a5ffffff,Kongasso,Béré,Woroba,urban,7,0.634,2026-01-13T13:54:33.127159
1edb653f9a1b,18-24,F,informal_sector,smartphone,prepaid,5.37151,-4.060972,877519176ffffff,Abidjan-Ville,Abidjan,Abidjan,urban,4,0.81,2026-01-13T13:54:33.128033
171f3c001918,25-34,M,other,feature,prepaid,6.757978,-6.455979,8775aca68ffffff,Daloa,Haut-Sassandra,Sassandra-Marahoué,urban,2,0.75,2026-01-13T13:54:33.129046
5f655c30dd7d,25-34,F,trader,basic,prepaid,5.815972,-6.018703,87751a518ffffff,Gagnoa,Gôh,Gôh-Djiboua,urban,6,0.434,2026-01-13T13:54:33.130035
0619c715fdcd,35-44,F,farmer,smartphone,prepaid,7.064335,-4.514714,87751cc4effffff,Bocanda,N'zi,Lacs,urban,4,0.863,2026-01-13T13:54:33.131074
40101c7dcd0f,45-54,M,farmer,feature,postpaid,7.678848,-4.883863,8775118e0ffffff,Bouake,Gbeke,ValléeduBandama,urban,6,0.758,2026-01-13T13:54:33.132123
8096264d166a,35-44,M,farmer,smartphone,prepaid,8.884845,-5.38517,877514074ffffff,Niakarmadougou,Hambol,ValléeduBandama,rural,3,0.715,2026-01-13T13:54:33.133159
c69760bc9f54,25-34,F,farmer,feature,prepaid,7.642548,-5.100999,877511c4dffffff,Bouake,Gbeke,ValléeduBandama,urban,8,0.449,2026-01-13T13:54:33.134127
7952891a8007,18-24,M,student,feature,prepaid,5.396001,-4.123765,877519103ffffff,Abidjan-Ville,Abidjan,Abidjan,urban,6,0.642,2026-01-13T13:54:33.135152
ed0ecf27652e,45-54,M,trader,feature,prepaid,9.432252,-5.85394,875449aabffffff,Korhogo,Poro,Savanes,urban,7,0.635,2026-01-13T13:54:33.136323
81c5969bc381,18-24,M,other,feature,postpaid,7.777131,-6.354036,877512ba9ffffff,Massala,Worodougou,Woroba,rural,4,0.541,2026-01-13T13:54:33.137354
cfb4d50aaecb,35-44,M,employee,feature,postpaid,5.433762,-4.131943,877519106ffffff,Abidjan-Ville,Abidjan,Abidjan,urban,4,0.797,2026-01-13T13:54:33.138302
d72e8ab56d90,45-54,M,farmer,basic,prepaid,5.216729,-6.748177,8775a970affffff,San-Pedro,San-Pédro,Bas-Sassandra,urban,6,0.541,2026-01-13T13:54:33.139266
c50563e47051,45-54,M,farmer,smartphone,prepaid,5.263768,-3.956947,877519ab4ffffff,Abidjan-Ville,Abidjan,Abidjan,urban,3,0.637,2026-01-13T13:54:33.140215
e49a4d4693f5,25-34,F,trader,feature,prepaid,5.240681,-4.108324,877519072ffffff,Abidjan-Ville,Abidjan,Abidjan,urban,6,0.578,2026-01-13T13:54:33.141208
8842d4681b3f,18-24,F,trader,basic,prepaid,5.286302,-4.105852,877519028ffffff,Abidjan-Ville,Abidjan,Abidjan,urban,4,0.339,2026-01-13T13:54:33.142125
c817a925681f,35-44,F,farmer,feature,prepaid,7.926627,-4.711624,8775152c3ffffff,Bouake,Gbeke,ValléeduBandama,urban,6,0.193,2026-01-13T13:54:33.143133
823a9b9cbce4,18-24,M,trader,basic,prepaid,4.903575,-6.58204,877436952ffffff,San-Pedro,San-Pédro,Bas-Sassandra,urban,3,0.417,2026-01-13T13:54:33.144167
