user_id,timestamp,origin_locality,origin_region,current_locality,current_region,origin_lat,origin_lon,current_lat,current_lon,residence_duration_days,movement_type,is_return_migration,previous_locations,distance_km
c45a9e23ce3b,2024-01-22T00:00:00,Samatiguila,Denguélé,Kouibly,Montagnes,9.884765,-7.602428,7.23652,-7.383465,53,temporary_stay,False,[np.str_('Samatiguila')],295.5
7685df424b43,2024-01-25T00:00:00,Gagnoa,Gôh-Djiboua,Bako,Denguélé,6.132813,-6.038465,8.97569,-7.635612,73,seasonal_agriculture,False,[np.str_('Gagnoa')],361.8
a85ffc888ba0,2024-01-21T00:00:00,Gbongaha,Denguélé,Kanakono,Savanes,9.284842,-7.107013,10.375961,-6.214064,186,work_migration,False,[np.str_('Gbongaha')],155.9
c975696d5a71,2024-01-18T00:00:00,Abidjan-Ville,Abidjan,Seguelon,Denguélé,5.314204,-4.037723,9.287877,-6.948145,129,work_migration,False,[np.str_('Abidjan-Ville')],546.1
4d3ea4bb12d1,2024-01-19T00:00:00,Abidjan-Ville,Abidjan,Songon,Abidjan,5.241764,-4.09366,5.282631,-4.228893,24,circular_migration,True,"[np.str_('Abidjan-Ville'), np.str_('Fresco')]",15.6
a568da318497,2024-01-24T00:00:00,Daloa,Sassandra-Marahoué,Saioua,Sassandra-Marahoué,7.086791,-6.578226,6.34777,-6.229568,213,education_migration,True,"[np.str_('Daloa'), np.str_('Anyama')]",90.7
668be498714b,2024-01-04T00:00:00,Assuefry,Zanzan,Foumbolo,ValléeduBandama,7.755657,-3.029997,8.719732,-4.790475,35,circular_migration,False,[np.str_('Assuefry')],221.4
a3d3df4e29bb,2024-01-26T00:00:00,Sangouine,Montagnes,Yakasse-Attobrou,Lagunes,7.491395,-7.815164,5.87823,-3.631191,361,work_migration,False,[np.str_('Sangouine')],495.7
dca9a126a15d,2024-01-13T00:00:00,Man,Montagnes,Lakota,Gôh-Djiboua,7.350592,-7.549818,5.798302,-5.831757,115,work_migration,False,[np.str_('Man')],256.5
f3e2ac21b06a,2024-01-29T00:00:00,Dabou,Lagunes,Gbonne,Montagnes,5.493814,-4.71597,7.647639,-7.25503,13,circular_migration,False,[np.str_('Dabou')],368.8
1d0f7183a367,2024-01-26T00:00:00,Abidjan-Ville,Abidjan,Kanakono,Savanes,5.433374,-4.071251,10.485469,-6.222062,113,work_migration,False,[np.str_('Abidjan-Ville')],609.6
29ce8242f139,2024-01-18T00:00:00,Korhogo,Savanes,Botro,ValléeduBandama,9.507529,-5.632245,7.846052,-5.229585,337,work_migration,False,[np.str_('Korhogo')],190.0
042127f42c3c,2024-01-13T00:00:00,Abidjan-Ville,Abidjan,Dimbokro,Lacs,5.382375,-4.000836,6.73259,-4.807095,36,circular_migration,False,[np.str_('Abidjan-Ville')],174.6
