user_id,age_group,gender,occupation,phone_type,subscription_type,home_lat,home_lon,home_h3,locality,department,region,urban_rural,household_size,initial_wealth_score,creation_timestamp
3eb61b0ca8c5,35-44,M,other,smartphone,prepaid,7.964074,-4.929585,877515640ffffff,Bouake,Gbeke,ValléeduBandama,urban,2,0.665,2026-01-13T13:52:28.968030
9fbcd7380873,18-24,F,farmer,smartphone,prepaid,5.773797,-6.298045,8775a9954ffffff,Soubre,Nawa,Bas-Sassandra,rural,3,0.672,2026-01-13T13:52:28.969388
2dbe935bc810,25-34,M,farmer,smartphone,prepaid,9.020048,-5.018811,877514b0cffffff,Tafiere,Hambol,ValléeduBandama,rural,3,0.469,2026-01-13T13:52:28.970441
dc088e97822b,35-44,M,informal_sector,smartphone,prepaid,9.476151,-7.75523,87544a398ffffff,Odienné,Kabadougou,Denguélé,rural,6,0.562,2026-01-13T13:52:28.972631
6dc491913d8c,18-24,M,informal_sector,smartphone,prepaid,5.26217,-3.925192,877519b99ffffff,Abidjan-Ville,Abidjan,Abidjan,urban,5,0.603,2026-01-13T13:52:28.973535
acdd1cec0987,35-44,M,employee,smartphone,prepaid,5.269238,-4.713221,87751bba9ffffff,Dabou,GrandsPonts,Lagunes,rural,4,0.879,2026-01-13T13:52:28.974504
567aae41402c,25-34,F,farmer,basic,prepaid,5.280789,-4.01382,877519141ffffff,Abidjan-Ville,Abidjan,Abidjan,urban,3,0.319,2026-01-13T13:52:28.975463
9907cb41a29c,25-34,F,farmer,basic,prepaid,7.323164,-4.514314,87751cd2effffff,Kouassikro,N'zi,Lacs,rural,4,0.103,2026-01-13T13:52:28.976333
59786e1ee292,25-34,M,trader,feature,prepaid,6.335602,-5.721649,87751e79bffffff,Diegonefla,Gôh,Gôh-Djiboua,urban,2,0.55,2026-01-13T13:52:28.977227
80c9389a2b7e,55+,F,student,feature,prepaid,7.718773,-6.050751,8775106a5ffffff,Kongasso,Béré,Woroba,urban,7,0.634,2026-01-13T13:52:28.978109
b70265c60df9,18-24,F,informal_sector,smartphone,prepaid,5.37151,-4.060972,877519176ffffff,Abidjan-Ville,Abidjan,Abidjan,urban,4,0.81,2026-01-13T13:52:28.979078
d388584e85a3,25-34,M,other,feature,prepaid,6.757978,-6.455979,8775aca68ffffff,Daloa,Haut-Sassandra,Sassandra-Marahoué,urban,2,0.75,2026-01-13T13:52:28.980016
94bf298ab6d9,25-34,F,trader,basic,prepaid,5.815972,-6.018703,87751a518ffffff,Gagnoa,Gôh,Gôh-Djiboua,urban,6,0.434,2026-01-13T13:52:28.981073
6702347583e7,35-44,F,farmer,smartphone,prepaid,7.064335,-4.514714,87751cc4effffff,Bocanda,N'zi,Lacs,urban,4,0.863,2026-01-13T13:52:28.981949
2e51bb959476,45-54,M,farmer,feature,postpaid,7.678848,-4.883863,8775118e0ffffff,Bouake,Gbeke,ValléeduBandama,urban,6,0.758,2026-01-13T13:52:28.982894
081040e0c3a4,35-44,M,farmer,smartphone,prepaid,8.884845,-5.38517,877514074ffffff,Niakarmadougou,Hambol,ValléeduBandama,rural,3,0.715,2026-01-13T13:52:28.983804
a384a3f28777,25-34,F,farmer,feature,prepaid,7.642548,-5.100999,877511c4dffffff,Bouake,Gbeke,ValléeduBandama,urban,8,0.449,2026-01-13T13:52:28.984734
0ef928033077,18-24,M,student,feature,prepaid,5.396001,-4.123765,877519103ffffff,Abidjan-Ville,Abidjan,Abidjan,urban,6,0.642,2026-01-13T13:52:28.985662
af5144703fa3,45-54,M,trader,feature,prepaid,9.432252,-5.85394,875449aabffffff,Korhogo,Poro,Savanes,urban,7,0.635,2026-01-13T13:52:28.986612
773871e1e72d,18-24,M,other,feature,postpaid,7.777131,-6.354036,877512ba9ffffff,Massala,Worodougou,Woroba,rural,4,0.541,2026-01-13T13:52:28.987565
8a276f81d52d,35-44,M,employee,feature,postpaid,5.433762,-4.131943,877519106ffffff,Abidjan-Ville,Abidjan,Abidjan,urban,4,0.797,2026-01-13T13:52:28.988498
a943d97373e5,45-54,M,farmer,basic,prepaid,5.216729,-6.748177,8775a970affffff,San-Pedro,San-Pédro,Bas-Sassandra,urban,6,0.541,2026-01-13T13:52:28.989408
